problem_id,difficulty,content_grouping,KCs (comma separated),max grade,type,options,problem_file_location,problem_name
QMBcr9e27thdM,1,CG1.1.1,"2.2.4,2.2.1,2.2.3,2.2.2",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr4.8,Intro to Arrays #56K
QMB6FYGWCd9nq,1,CG1.1.1,"2.2.4,2.2.1,2.2.3,2.2.2",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr4.9,Intro to Arrays #50B
QMBrfu59QxsHA,1,CG1.1.1,"2.2.4,2.2.1,2.2.3,2.2.2",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr4.10,Intro to Arrays #04A
QMBlPieWQs9t8,1,CG1.1.1,"2.2.4,2.2.1,2.2.3,2.2.2",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr4.11,Intro to Arrays #19Q
QMBOvxzPleY4G,1,CG1.1.1,"2.2.4,2.2.1,2.2.3,2.2.2",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr4.12,Intro to Arrays #09L
QMBPhkj0cZIMB,1,CG1.1.1,"2.2.4,2.2.1,2.2.3,2.2.2",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr4.13,Intro to Arrays #58Z
QMBX7Ei32aDoV,1,CG1.1.1,"2.2.4,2.2.1,2.2.3,2.2.2",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr4.14,Intro to Arrays #97L
QMBvpgBol97JN,1,CG1.1.1,"2.2.4,2.2.1,2.2.3,2.2.2",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr4.15,Intro to Arrays #09L
QMBsF6WhDi4zS,1,CG1.1.1,"2.2.4,2.2.1,2.2.3,2.2.2",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr4.16,Intro to Arrays #69H
QMBbd26FqXIYz,1,CG1.1.1,"2.2.4,2.2.1,2.2.3,2.2.2",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr4.17,Intro to Arrays #53A
QMBYfOPj0hC8u,1,CG1.1.1,"2.2.4,2.2.1,2.2.3,2.2.2",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr4.18,Intro to Arrays #05E
QMBubqj05WfxQ,1,CG1.1.1,"2.2.4,2.2.1,2.2.3,2.2.2",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr4.19,Intro to Arrays #81F
QMBBQcFkzRb7h,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr5.0,Loading Images as Arrays #63H
QMBWu4X5Ho8eB,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr5.1,Loading Images as Arrays #82Z
QMBxLQAtdyPBW,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr5.2,Loading Images as Arrays #42X
QMB45X7FUgzyS,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr5.3,Loading Images as Arrays #61O
QMBlGrvnjB2gM,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr5.4,Loading Images as Arrays #58U
QMBi87WXMuJVo,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr5.5,Loading Images as Arrays #85T
QMBchjuv7Ep3M,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr5.6,Loading Images as Arrays #90R
QMBt8moxAnFTS,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr5.7,Loading Images as Arrays #67Q
QMBxsaGezCHLK,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr5.8,Loading Images as Arrays #92W
QMBeiuhvnK6CN,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr5.9,Loading Images as Arrays #24E
QMB7NiVztCp9P,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr5.10,Loading Images as Arrays #92Q
QMBCoFUvc74MS,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr5.11,Loading Images as Arrays #68T
QMBTgkJxHlLwt,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr5.12,Loading Images as Arrays #24U
QMBH7EvqNRCh3,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr5.13,Loading Images as Arrays #40W
QMBlsOg0V6kfQ,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr5.14,Loading Images as Arrays #71H
QMBD2dAT7vZUr,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr5.15,Loading Images as Arrays #84S
QMBQeOpStsARy,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr5.16,Loading Images as Arrays #21D
QMBUftc3DmW95,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr5.17,Loading Images as Arrays #06Q
QMBlqtyJ49WIP,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr5.18,Loading Images as Arrays #79W
QMBEKDjWdNcwQ,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr5.19,Loading Images as Arrays #62Z
QMBpn0XZ8UzRI,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr6.0,Loading Images as Arrays #10V
QMBgiICyekv0m,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr6.1,Loading Images as Arrays #07P
QMBDRmhQyJ8xt,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr6.2,Loading Images as Arrays #04C
QMB1RTKpihWo9,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr6.3,Loading Images as Arrays #65Y
QMBUjgIPwNQLp,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr6.4,Loading Images as Arrays #14D
QMBXhU0KqLFaY,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr6.5,Loading Images as Arrays #80D
QMBSIgEYTbwvX,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr6.6,Loading Images as Arrays #74F
QMBScaoX8KqCv,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr6.7,Loading Images as Arrays #38U
QMBOhDi38F1AT,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr6.8,Loading Images as Arrays #16H
QMBweht9f0JLA,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr6.9,Loading Images as Arrays #06Q
QMBAkwFu4nrN7,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr6.10,Loading Images as Arrays #02E
QMBVnWhruo8Hy,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr6.11,Loading Images as Arrays #25Q
QMBDxQ05hltwO,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr6.12,Loading Images as Arrays #60R
QMBZngtPGyWAX,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr6.13,Loading Images as Arrays #63D
QMBahZmFAIG1D,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr6.14,Loading Images as Arrays #27J
QMB0H7qdzDTkB,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr6.15,Loading Images as Arrays #97O
QMBCibFTIvfXr,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr6.16,Loading Images as Arrays #38F
QMBKjaInNTRsO,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr6.17,Loading Images as Arrays #50V
QMB9mRsV2l70D,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr6.18,Loading Images as Arrays #48S
QMBKasrgtCODL,1,CG1.1.2,2.3.9,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr6.19,Loading Images as Arrays #07Z
QMB3nrsVq9omd,1,CG1.1.3,2,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr7.0,Inspecting Arrays #25Y
QMBEXamQkcDzJ,1,CG1.1.5,2,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr8.0,Entering Arrays #38H
QMBCcfiEBmkNy,1,CG1.1.6,2.5.17,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr9.0,Loading and Creating Arrays #40K
QMBpniEL1bPMf,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr10.0,Loading and Creating Arrays #07G
QMBPV6YwlvWkx,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr10.1,Loading and Creating Arrays #62U
QMBNzmLgCjhko,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr10.2,Loading and Creating Arrays #42G
QMBRMOWZefCu9,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr10.3,Loading and Creating Arrays #28O
QMBerETc3lGFO,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr10.4,Loading and Creating Arrays #80Q
QMB4GV1MivlUK,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr10.5,Loading and Creating Arrays #03W
QMBSyu2fX56DZ,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr10.6,Loading and Creating Arrays #39O
QMBB1ZtJWlouX,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr10.7,Loading and Creating Arrays #69F
QMBZFiJolEDW7,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr10.8,Loading and Creating Arrays #47J
QMBy6t9iGnMST,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr10.9,Loading and Creating Arrays #72W
QMBTFjH5qr6Cf,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr10.10,Loading and Creating Arrays #20Y
QMBXnM5f4WaYk,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr10.11,Loading and Creating Arrays #68A
QMBM1jHs8yUck,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr10.12,Loading and Creating Arrays #85T
QMBM3Teol0BSv,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr10.13,Loading and Creating Arrays #42N
QMBAaF2dQXglN,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr10.14,Loading and Creating Arrays #25P
QMBNTpyEQGnPq,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr10.15,Loading and Creating Arrays #61G
QMBK1DTfyndFZ,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr10.16,Loading and Creating Arrays #26M
QMBJatSGVklN1,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr10.17,Loading and Creating Arrays #98K
QMBLXKdPAvmCu,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr10.18,Loading and Creating Arrays #98B
QMBKxfXNrj5U4,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr10.19,Loading and Creating Arrays #96P
QMBiBydhUMPeK,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr11.0,Loading and Creating Arrays #01E
QMBfeilsIxnJQ,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr11.1,Loading and Creating Arrays #53O
QMBaHMvKBiY9g,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr11.2,Loading and Creating Arrays #37P
QMBfE2UwPlsYG,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr11.3,Loading and Creating Arrays #29S
QMBxRq5NDu1yw,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr11.4,Loading and Creating Arrays #70L
QMB2TZMXIDuc4,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr11.5,Loading and Creating Arrays #27W
QMBdEKafPzXVO,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr11.6,Loading and Creating Arrays #56E
QMBFtasK41c2p,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr11.7,Loading and Creating Arrays #94L
QMBqncIQFXK9A,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr11.8,Loading and Creating Arrays #47C
QMB761ZEsGXD3,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr11.9,Loading and Creating Arrays #85B
QMBqjZbLVnwTk,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr11.10,Loading and Creating Arrays #30W
QMBDkEZpYzW6e,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr11.11,Loading and Creating Arrays #09G
QMBP4T1glRE7k,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr11.12,Loading and Creating Arrays #80Q
QMB6KOtGeyBDI,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr11.13,Loading and Creating Arrays #78A
QMB4e6EH7RfiI,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr11.14,Loading and Creating Arrays #03I
QMBWToNgSx1Oj,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr11.15,Loading and Creating Arrays #12S
QMB7gixpYSfDa,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr11.16,Loading and Creating Arrays #10R
QMBa9TP1miAvF,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr11.17,Loading and Creating Arrays #65K
QMBn7ytQqpiLA,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr11.18,Loading and Creating Arrays #41T
QMB7sMfYOdUEP,1,CG1.1.6,2.5.17,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr11.19,Loading and Creating Arrays #59E
QMByrSN2zLehM,1,CG1.1.6,1.1.2,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr13.0,Loading and Creating Arrays #67L
QMBuaGKwZCDIo,1,CG1.1.6,1.1.2,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr13.1,Loading and Creating Arrays #71Z
QMBovHJK9eaYu,1,CG1.1.6,1.1.2,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr13.2,Loading and Creating Arrays #17W
QMBrgPwHVNZlD,1,CG1.1.6,1.1.2,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr13.3,Loading and Creating Arrays #60W
QMBEApfN4oX6L,1,CG1.1.6,1.1.2,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr13.4,Loading and Creating Arrays #48A
QMBp1wEXAzSv4,1,CG1.1.6,1.1.2,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr13.5,Loading and Creating Arrays #51L
QMBR0jiIUhlYX,1,CG1.1.6,1.1.2,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr13.6,Loading and Creating Arrays #59K
QMBTI7CednKmi,1,CG1.1.6,1.1.2,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr13.7,Loading and Creating Arrays #02V
QMBo6I8yZdSTi,1,CG1.1.6,1.1.2,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr13.8,Loading and Creating Arrays #13S
QMBJAaBFcuD2y,1,CG1.1.6,1.1.2,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr13.9,Loading and Creating Arrays #51W
QMBTNu04qZGER,1,CG1.1.6,1.1.2,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr13.10,Loading and Creating Arrays #03B
QMBFqhZCP5dcT,1,CG1.1.6,1.1.2,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr13.11,Loading and Creating Arrays #90W
QMBe6NVTEiZ4c,1,CG1.1.6,1.1.2,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr13.12,Loading and Creating Arrays #27X
QMBwWQfun2giB,1,CG1.1.6,1.1.2,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr13.13,Loading and Creating Arrays #32Z
QMBtz0HDer1Zb,1,CG1.1.6,1.1.2,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr13.14,Loading and Creating Arrays #68T
QMBzJfGByR6aM,1,CG1.1.6,1.1.2,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr13.15,Loading and Creating Arrays #09Q
QMBCV1IuFgaKN,1,CG1.1.6,1.1.2,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr13.16,Loading and Creating Arrays #41D
QMBdUZiNhHumO,1,CG1.1.6,1.1.2,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr13.17,Loading and Creating Arrays #82J
QMBmilfohQxHG,1,CG1.1.6,1.1.2,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr13.18,Loading and Creating Arrays #18C
QMBqzJHZR4Cg0,1,CG1.1.6,1.1.2,,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr13.19,Loading and Creating Arrays #61Z
QMBoOBgidcbv6,1,CG1.2.1,2.3.3,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr14.0,Linear Indexing #32Q
QMBUZ8Fg0Nd34,1,CG1.2.1,2.3.3,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr14.1,Linear Indexing #58K
QMBdJSwCN75bv,1,CG1.2.1,2.3.3,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr14.2,Linear Indexing #30L
QMBf2p7WSeNHz,1,CG1.2.1,2.3.3,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr14.3,Linear Indexing #95U
QMBTiZbqmt7ka,1,CG1.2.1,2.3.3,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr14.4,Linear Indexing #10S
QMB90FYCMDV4k,1,CG1.2.1,2.3.3,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr14.5,Linear Indexing #58G
QMBCWEAG6Qset,1,CG1.2.1,2.3.3,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr14.6,Linear Indexing #07J
